,RESPONSEID,MAINBRANCH,EMPLOYMENT,COUNTRY,USSTATE,UKCOUNTRY,EDLEVEL,AGE1STCODE,LEARNCODE,YEARSCODE,YEARSCODEPRO,DEVTYPE,ORGSIZE,CURRENCY,COMPTOTAL,COMPFREQ,LANGUAGEHAVEWORKEDWITH,LANGUAGEWANTTOWORKWITH,DATABASEHAVEWORKEDWITH,DATABASEWANTTOWORKWITH,PLATFORMHAVEWORKEDWITH,PLATFORMWANTTOWORKWITH,WEBFRAMEHAVEWORKEDWITH,WEBFRAMEWANTTOWORKWITH,MISCTECHHAVEWORKEDWITH,MISCTECHWANTTOWORKWITH,TOOLSTECHHAVEWORKEDWITH,TOOLSTECHWANTTOWORKWITH,NEWCOLLABTOOLSHAVEWORKEDWITH,NEWCOLLABTOOLSWANTTOWORKWITH,OPSYS,NEWSTUCK,NEWSOSITES,SOVISITFREQ,SOACCOUNT,SOPARTFREQ,SOCOMM,NEWOTHERCOMMS,AGE,GENDER,TRANS,SEXUALITY,ETHNICITY,ACCESSIBILITY,MENTALHEALTH,SURVEYLENGTH,SURVEYEASE,CONVERTEDCOMPYEARLY,AYUDA
70639,70640,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School,8,3,"Engineer, data;Academic researcher;Developer, embedded applications or devices",500 to 999 employees,EUR European Euro,1200.0,Monthly,Bash/Shell;C;C++;Go;Java;Matlab;Python;Rust,Bash/Shell;C;C++;Go;Python;Rust,Cassandra;Elasticsearch;MySQL;SQLite,Elasticsearch;MySQL,Google Cloud Platform,Google Cloud Platform,,,Keras;NumPy;Pandas;TensorFlow,Keras;NumPy;Pandas;TensorFlow,Docker;Git,Docker;Git;Kubernetes,Atom;Eclipse;IntelliJ;PyCharm;Visual Studio Code,Atom;IntelliJ;PyCharm,MacOS,Visit Stack Overflow;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,True,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,15564.0,Visit Stack Overflow;Watch help / tutorial videos Stack Overflow;Stack Exchange
70651,70652,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Other (please specify):;Books / Physical media,34,20,"Other (please specify):;Developer, back-end",20 to 99 employees,EUR European Euro,50000.0,Yearly,Bash/Shell;Java;Python;SQL,Java;Kotlin;Python;SQL,Elasticsearch;Oracle;PostgreSQL;Redis,Elasticsearch;Oracle;PostgreSQL;Redis,AWS,AWS,Spring,Spring,,,Ansible;Docker;Git;Kubernetes,Ansible;Docker;Git;Kubernetes,IntelliJ;Vim;Visual Studio Code,IntelliJ;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,True,Less than once per month or monthly,Neutral,No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,54049.0,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later Stack Overflow;Stack Exchange
70699,70700,I am a developer by profession,Employed full-time,ESPAÑA,,,"Other doctoral degree (Ph.D., Ed.D., etc.)",18 - 24 years,School,16,7,"Data scientist or machine learning specialist;Developer, back-end;Data or business analyst",20 to 99 employees,EUR European Euro,42000.0,Yearly,Java;Python;R;SQL,Java;Python,MongoDB;MySQL,DynamoDB;MongoDB,AWS,AWS,,,NumPy;Pandas,NumPy;Pandas,Docker;Git,Docker;Git,Eclipse;IPython/Jupyter;PyCharm;RStudio;Sublime Text,IntelliJ;IPython/Jupyter;PyCharm;Sublime Text,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,True,A few times per week,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,45401.0,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later Stack Overflow;Stack Exchange
70718,70719,I am a student who is learning to code,"Student, part-time",ESPAÑA,,,"Professional degree (JD, MD, etc.)",5 - 10 years,School;Online Forum;Friend or family member,4,,,,,,,Bash/Shell;C;HTML/CSS;PowerShell;SQL,JavaScript;Perl;PHP;Python,MariaDB;MySQL,,Microsoft Azure,,,,,,,,Vim,,Linux-based,Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,I have never visited Stack Overflow or the Stack Exchange network,,,,,No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,,,Appropriate in length,Easy,,Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later I have never visited Stack Overflow or the Stack Exchange network
70753,70754,I am a developer by profession,Employed full-time,ESPAÑA,,,"Professional degree (JD, MD, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School",4,3,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;System administrator",100 to 499 employees,EUR European Euro,2200.0,Monthly,HTML/CSS;JavaScript;Python,HTML/CSS;Python;SQL;Swift,Oracle,MySQL;Oracle,,,,,,,Git,Git,PyCharm;Sublime Text;Visual Studio Code,PyCharm;Sublime Text;Visual Studio Code;Xcode,Windows,Call a coworker or friend;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic,Stack Overflow,Multiple times per day,,,"No, not really",Yes,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x;Middle Eastern,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Easy,28536.0,Call a coworker or friend;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic Stack Overflow
70823,70824,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",20,10,"Developer, back-end;Developer, game or graphics;Engineer, site reliability","1,000 to 4,999 employees",EUR European Euro,43000.0,Yearly,HTML/CSS;JavaScript;Node.js;Python;Ruby,Crystal;Elixir;HTML/CSS;JavaScript;Kotlin;Node.js;Python;Ruby;Rust,MariaDB;MongoDB;MySQL;PostgreSQL;Redis,MariaDB;MongoDB;MySQL;PostgreSQL;Redis,DigitalOcean;Heroku,DigitalOcean;Heroku,Express;Ruby on Rails;Vue.js,Express;Ruby on Rails;Svelte;Vue.js,Pandas,Keras;NumPy;Pandas;React Native;TensorFlow;Torch/PyTorch,Docker;Git;Kubernetes,Docker;Git;Kubernetes,IntelliJ;PHPStorm;PyCharm;RubyMine;Sublime Text;Vim;Visual Studio Code,IntelliJ;PHPStorm;PyCharm;RubyMine;Sublime Text;Vim;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,Daily or almost daily,True,A few times per month or weekly,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,46482.0,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Meditate Stack Overflow;Stack Exchange
70854,70855,I am a developer by profession,Employed full-time,ESPAÑA,,,Some college/university study without earning a degree,18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc)",2,1,"Developer, front-end;Developer, full-stack",100 to 499 employees,EUR European Euro,34000.0,Yearly,HTML/CSS;JavaScript;Node.js;TypeScript,Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript,,,,,Express;React.js;Vue.js,Express;FastAPI;React.js,React Native,,Docker;Git;Kubernetes,Docker;Git;Kubernetes,Visual Studio Code;Webstorm,Visual Studio Code;Webstorm,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow,Multiple times per day,,,"No, not really",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,36753.0,Call a coworker or friend;Visit Stack Overflow;Google it Stack Overflow
70994,70995,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35 - 44 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Books / Physical media",15,10,"Developer, mobile",100 to 499 employees,EUR European Euro,38000.0,Monthly,Java;Kotlin,,Firebase,,AWS,,,,,,Flow,,Android Studio,,MacOS,Call a coworker or friend;Visit Stack Overflow,Stack Overflow,Daily or almost daily,True,I have never participated in Q&A on Stack Overflow,"No, not really",No,35-44 years old,Man,"Or, in your own words:",Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,492924.0,Call a coworker or friend;Visit Stack Overflow Stack Overflow
71033,71034,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",6,Less than 1 year,Data or business analyst,500 to 999 employees,EUR European Euro,22500.0,Yearly,Python;SQL,,MySQL,,Microsoft Azure,,,,Apache Spark,Apache Spark,Git,Git,IPython/Jupyter;Visual Studio Code,IPython/Jupyter;Visual Studio Code,Windows,Google it;Watch help / tutorial videos;Do other work and come back later,Stack Exchange,A few times per week,True,Less than once per month or monthly,"No, not at all",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,24322.0,Google it;Watch help / tutorial videos;Do other work and come back later Stack Exchange
71043,71044,I am a developer by profession,Employed full-time,ESPAÑA,,,"Associate degree (A.A., A.S., etc.)",18 - 24 years,School;Online Forum;Online Courses or Certification;Books / Physical media,4,Less than 1 year,"Developer, front-end;Developer, full-stack",20 to 99 employees,EUR European Euro,1090.0,Monthly,Bash/Shell;Java;JavaScript;Python;SQL,Java;JavaScript;PHP;Python;SQL;TypeScript,Firebase;MariaDB;MongoDB;MySQL;SQLite,Cassandra;Firebase;MongoDB;MySQL,Google Cloud Platform,Google Cloud Platform,Drupal;jQuery,,,,Git;Yarn,Git,Android Studio;Atom;Eclipse;NetBeans;Notepad++;Visual Studio,Android Studio;Atom;NetBeans;Notepad++;Visual Studio,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,Daily or almost daily,True,A few times per month or weekly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,,Appropriate in length,Easy,14136.0,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later Stack Overflow
71044,71045,I am a developer by profession,Employed full-time,ESPAÑA,,,"Professional degree (JD, MD, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Books / Physical media",12,5,"Developer, back-end;Student;Developer, QA or test",20 to 99 employees,EUR European Euro,2650.0,Monthly,C#;HTML/CSS;Java;JavaScript;Node.js;Python;Ruby;SQL,Go;JavaScript;Node.js;Python,Cassandra;DynamoDB;Elasticsearch;MariaDB;MySQL,DynamoDB;Elasticsearch,AWS;Microsoft Azure,AWS,ASP.NET;ASP.NET Core ;Flask;Spring,Spring,.NET Framework,,Docker;Git;Terraform,Docker;Git,Eclipse;IntelliJ;Sublime Text;Visual Studio;Visual Studio Code,IntelliJ;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Meditate;Panic,Stack Overflow,Daily or almost daily,,,"No, not really",Yes,25-34 years old,"Man;Non-binary, genderqueer, or gender non-conforming",No,Bisexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,34380.0,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Meditate;Panic Stack Overflow
71104,71105,I am a student who is learning to code,"Student, full-time",ESPAÑA,,,Something else,Younger than 5 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",4,,,,,,,Bash/Shell;C#;HTML/CSS;JavaScript;Matlab;PowerShell;Python,Dart;Go;HTML/CSS;Kotlin;Node.js;Python;TypeScript,SQLite,Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,Google Cloud Platform,,ASP.NET;Django,Angular;Django;React.js,.NET Framework;NumPy;Pandas,Flutter;NumPy;Pandas,Git,Git;Unity 3D,Eclipse;IPython/Jupyter;Visual Studio;Visual Studio Code,Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per week,True,I have never participated in Q&A on Stack Overflow,Neutral,No,18-24 years old,Man,No,,Hispanic or Latino/a/x,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Appropriate in length,Easy,,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later Stack Overflow
71157,71158,I am a developer by profession,Employed full-time,ESPAÑA,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",40,30,"Developer, embedded applications or devices","1,000 to 4,999 employees",EUR European Euro,42500.0,Monthly,Bash/Shell;C;C++;PHP;Python,Bash/Shell;C;C++;Python,,,,,Laravel,,,,Ansible;Docker;Git,Ansible;Docker;Git,Emacs;Vim;Visual Studio Code,Emacs;Vim;Visual Studio Code,Linux-based,Google it,Stack Overflow;Stack Exchange,Daily or almost daily,True,Less than once per month or monthly,"Yes, somewhat",Yes,45-54 years old,Man,No,Bisexual,White or of European descent,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder;I have autism / an autism spectrum disorder (e.g. Asperger's)",Appropriate in length,Easy,551304.0,Google it Stack Overflow;Stack Exchange
71383,71384,I am a developer by profession,"Independent contractor, freelancer, or self-employed",ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,10,7,"Developer, front-end;Developer, full-stack;Developer, back-end","Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,70000.0,Yearly,JavaScript;Node.js;Ruby,,Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,,AWS;DigitalOcean;Google Cloud Platform;Heroku,,Express;React.js;Ruby on Rails;Vue.js,,,,Docker;Git;Yarn,,Visual Studio Code,,Windows Subsystem for Linux (WSL),Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,Daily or almost daily,True,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,,,Appropriate in length,Easy,75669.0,Visit Stack Overflow;Google it;Do other work and come back later Stack Overflow
71495,71496,I am a developer by profession,"Independent contractor, freelancer, or self-employed",ESPAÑA,,,"Other doctoral degree (Ph.D., Ed.D., etc.)",35 - 44 years,"Other online resources (ex: videos, blogs, etc);School;Other (please specify):;Books / Physical media",8,4,Other (please specify):;Academic researcher;Scientist,"Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,20000.0,Yearly,Bash/Shell;C++;JavaScript;Matlab;Python;SQL;TypeScript,Bash/Shell;C++;JavaScript;Python,PostgreSQL,PostgreSQL,Heroku;Microsoft Azure,Microsoft Azure,React.js,React.js,Qt;Torch/PyTorch,Torch/PyTorch,Docker;Git,Docker;Git,Neovim,Neovim,Linux-based,Visit Stack Overflow;Google it;Visit another developer community (please name):,Stack Overflow,Daily or almost daily,True,Less than once per month or monthly,"Yes, somewhat",Yes,35-44 years old,Prefer not to say,Prefer not to say,Prefer not to say,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,21620.0,Visit Stack Overflow;Google it;Visit another developer community (please name): Stack Overflow
71539,71540,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25 - 34 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Courses or Certification",1,Less than 1 year,"Developer, full-stack",20 to 99 employees,EUR European Euro,19500.0,Yearly,HTML/CSS;JavaScript;PHP,JavaScript;PHP;TypeScript,MySQL,MariaDB;MongoDB;MySQL,,,Django;jQuery;React.js,jQuery,Apache Spark,Apache Spark,Git;Yarn,Docker;Git,Atom;Sublime Text;Visual Studio Code,Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,Stack Overflow,Multiple times per day,True,I have never participated in Q&A on Stack Overflow,Neutral,No,35-44 years old,Woman,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,I have an anxiety disorder,Appropriate in length,Easy,21079.0,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos Stack Overflow
71662,71663,I am a developer by profession,Employed full-time,ESPAÑA,,,Some college/university study without earning a degree,25 - 34 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc)",2,1,"Developer, back-end",500 to 999 employees,EUR European Euro,31000.0,Yearly,Bash/Shell;HTML/CSS;JavaScript;Node.js,Java;JavaScript;Node.js;SQL;TypeScript,Firebase;MongoDB,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,AWS;Google Cloud Platform;Heroku,AWS,Express;React.js,Django;Express,React Native,React Native;TensorFlow,Git,Docker;Git;Kubernetes,Visual Studio Code,Visual Studio Code,MacOS,Visit Stack Overflow;Google it;Meditate;Other (please specify):,Stack Overflow,Multiple times per day,True,A few times per month or weekly,"No, not really",Yes,25-34 years old,Man,No,Bisexual,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Appropriate in length,Easy,33510.0,Visit Stack Overflow;Google it;Meditate;Other (please specify): Stack Overflow
71663,71664,I am a developer by profession,Employed full-time,ESPAÑA,,,"Professional degree (JD, MD, etc.)",35 - 44 years,School,3,2,"Developer, full-stack",100 to 499 employees,EUR European Euro,18000.0,Monthly,C#;Java,C#;Java;Node.js;Objective-C,Microsoft SQL Server,Microsoft SQL Server,,,,,.NET Framework;.NET Core / .NET 5,,Git,Git,Visual Studio,,Windows,Call a coworker or friend;Google it,Stack Overflow;Stack Exchange,Less than once per month or monthly,True,Less than once per month or monthly,"No, not at all",No,35-44 years old,Man,No,Prefer to self-describe:,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,233496.0,Call a coworker or friend;Google it Stack Overflow;Stack Exchange
71702,71703,I am a developer by profession,Employed full-time,ESPAÑA,,,Some college/university study without earning a degree,11 - 17 years,School;Friend or family member,22,13,"Developer, mobile;Engineering manager",2 to 9 employees,EUR European Euro,42000.0,Yearly,Bash/Shell;Dart;HTML/CSS;JavaScript;Objective-C;Swift,Kotlin;Node.js;Rust,MongoDB;SQLite,,AWS;Microsoft Azure,DigitalOcean;Heroku;Oracle Cloud Infrastructure,,,,,Flow;Git,Ansible;Deno;Docker;Terraform,Sublime Text;Visual Studio Code;Xcode,Android Studio,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,True,A few times per month or weekly,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,,,Appropriate in length,Easy,45401.0,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later Stack Overflow;Stack Exchange
71718,71719,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Books / Physical media,35,26,"Developer, back-end","10,000 or more employees",EUR European Euro,,Monthly,Java;Python;SQL,C++;Java;Node.js;Python;SQL;TypeScript,Oracle,Oracle,,,Spring,Spring,,,Docker;Git,Docker;Git,Eclipse;Sublime Text,Eclipse;Sublime Text,Windows,Visit Stack Overflow;Google it,Stack Overflow,Daily or almost daily,True,Less than once per month or monthly,Neutral,No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have an anxiety disorder,Too long,Easy,,Visit Stack Overflow;Google it Stack Overflow
71737,71738,I am a developer by profession,Employed full-time,ESPAÑA,,,"Professional degree (JD, MD, etc.)",11 - 17 years,Other (please specify):,5,2,"Developer, full-stack",20 to 99 employees,EUR European Euro,1200.0,Monthly,C;HTML/CSS;Java;JavaScript;PHP;SQL,,,,Google Cloud Platform,AWS,jQuery;React.js;Spring,jQuery;React.js,,,Docker,,Atom;Eclipse;Notepad++;PHPStorm;Sublime Text;Vim;Visual Studio Code,,Windows,Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow,Multiple times per day,True,Multiple times per day,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,15564.0,Go for a walk or other physical activity;Google it;Watch help / tutorial videos Stack Overflow
71829,71830,I am a student who is learning to code,"Student, full-time",ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",4,,,,,,,Assembly;C;C++;Java;Matlab;Python,Bash/Shell;C;C++;Go;Java;JavaScript;PHP;Python;Rust;SQL,,,,,,,Keras;NumPy;Pandas;Qt;TensorFlow,Keras;NumPy;Pandas;Qt;TensorFlow;Torch/PyTorch,Git,Git,Atom;IntelliJ;IPython/Jupyter;NetBeans;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code,Android Studio;Atom;IntelliJ;IPython/Jupyter;Neovim;PHPStorm;PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity,Stack Overflow;Stack Exchange,A few times per week,True,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have autism / an autism spectrum disorder (e.g. Asperger's),Appropriate in length,Easy,,Visit Stack Overflow;Go for a walk or other physical activity Stack Overflow;Stack Exchange
71841,71842,I am a developer by profession,Employed full-time,ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45 - 54 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",20,15,"Developer, back-end;DevOps specialist","1,000 to 4,999 employees",EUR European Euro,70000.0,Yearly,Java,Java,MySQL;Oracle;SQLite,MySQL;Oracle;SQLite,AWS;IBM Cloud or Watson,AWS;IBM Cloud or Watson,jQuery;Spring;Vue.js,Spring;Vue.js,,,Docker;Git;Kubernetes,Git;Kubernetes,IntelliJ;Vim,IntelliJ;Vim,MacOS,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games,Stack Overflow;Stack Exchange,A few times per week,True,Less than once per month or monthly,"Yes, somewhat",No,45-54 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,,None of the above,Appropriate in length,Neither easy nor difficult,75669.0,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games Stack Overflow;Stack Exchange
71989,71990,I am a developer by profession,"Independent contractor, freelancer, or self-employed",ESPAÑA,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Books / Physical media,40,35,"Developer, desktop or enterprise applications;Developer, full-stack;Data scientist or machine learning specialist;Database administrator;Data or business analyst","Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,1500.0,Weekly,Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Python;R;SQL;TypeScript,Bash/Shell;C;C#;C++;Go;HTML/CSS;JavaScript;Kotlin;Node.js;Python;R;SQL;Swift;TypeScript,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,DynamoDB;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,AWS,AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure,ASP.NET Core ;FastAPI;jQuery;Spring;Vue.js,ASP.NET Core ;FastAPI;jQuery;Vue.js,.NET Framework;.NET Core / .NET 5;NumPy;Pandas;TensorFlow;Torch/PyTorch,.NET Core / .NET 5;NumPy;Pandas;Torch/PyTorch,Docker;Git;Xamarin,Docker;Git;Pulumi;Xamarin,IntelliJ;Vim;Visual Studio;Visual Studio Code,Vim;Visual Studio;Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,True,Less than once per month or monthly,Neutral,Yes,55-64 years old,Man,No,Prefer not to say,White or of European descent,None of the above,Prefer not to say,Appropriate in length,Easy,81050.0,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later Stack Overflow;Stack Exchange
72039,72040,I am a developer by profession,Employed full-time,ESPAÑA,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media",12,5,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, back-end;Database administrator;Developer, embedded applications or devices;Designer",10 to 19 employees,EUR European Euro,1500.0,Monthly,HTML/CSS;Java;JavaScript;Node.js;SQL,HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript,Microsoft SQL Server,Firebase;Microsoft SQL Server;MongoDB,Microsoft Azure,AWS;Microsoft Azure,Vue.js,Angular.js;React.js;Vue.js,,,Git,Git,Android Studio;Eclipse;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Eclipse;IntelliJ;Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per month or weekly,True,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,19452.0,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later Stack Overflow
72139,72140,I code primarily as a hobby,"Student, full-time",ESPAÑA,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",5,,,,,,,HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;PHP;Python;SQL;Swift,,Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,,DigitalOcean;Google Cloud Platform;Heroku,,Angular;Django;FastAPI;jQuery;Laravel;React.js;Vue.js,,.NET Framework;Flutter;React Native;TensorFlow,,Docker;Git;Kubernetes;Unity 3D;Unreal Engine;Xamarin,,Android Studio;Atom;Eclipse;IntelliJ;Notepad++;Sublime Text;Visual Studio;Visual Studio Code;Xcode,,MacOS,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic,Stack Overflow,A few times per week,False,,"Yes, somewhat",No,Under 18 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,I am deaf / hard of hearing;I am blind / have difficulty seeing,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder",Appropriate in length,Easy,,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic Stack Overflow
